client_id,timestamp,sku
14534769,2022-07-07 20:03:10,91300
14534769,2022-12-02 12:32:05,660194
4480154,2022-12-06 06:38:20,1291128
3411058,2022-11-21 21:47:35,1523102
10551361,2022-09-22 06:28:20,728970
10551361,2022-09-30 18:23:25,1117918
10551361,2022-09-30 18:23:25,1117918
10551361,2022-10-15 20:21:10,655683
10522335,2022-08-06 11:31:20,19966
10522335,2022-09-29 11:22:45,182770
4611762,2022-08-08 08:24:20,1063427
4611762,2022-08-08 08:24:20,633145
1423264,2022-07-20 21:31:35,451693
1423264,2022-07-20 21:31:35,709775
1423264,2022-10-20 08:41:45,1325372
23345474,2022-07-18 12:55:20,54970
23345474,2022-08-22 05:59:55,12168
23345474,2022-10-23 10:39:20,504726
12047731,2022-11-18 22:05:40,284295
12047731,2022-11-18 22:05:40,284295
23503880,2022-06-28 11:30:15,497673
23503880,2022-06-28 11:30:15,1045145
3575511,2022-10-25 08:26:15,388727
3575511,2022-10-25 08:34:40,388727
10613,2022-09-01 09:13:55,1281077
10613,2022-09-01 09:13:55,1281077
10613,2022-10-02 17:01:45,36621
23826056,2022-07-26 10:31:25,755674
23826056,2022-07-26 10:31:25,755674
23826056,2022-07-30 07:56:20,66782
23826056,2022-07-30 07:56:20,66782
23826056,2022-08-22 16:40:40,66782
23826056,2022-08-22 16:40:40,66782
23826056,2022-10-16 16:02:10,66782
23826056,2022-10-25 18:33:15,66782
23826056,2022-11-16 19:54:45,66782
16890964,2022-10-25 09:40:55,1302530
16890964,2022-10-25 09:40:55,1302530
1470155,2022-08-03 21:18:10,180001
4750487,2022-12-04 22:05:20,1404088
801193,2022-07-15 21:37:05,1036670
3798922,2022-07-03 11:02:10,1464350
19336277,2022-06-28 18:51:20,481525
19336277,2022-07-01 09:11:35,1249611
19336277,2022-07-04 12:02:40,116064
19336277,2022-07-23 12:30:20,1298396
19336277,2022-07-23 12:30:20,1298396
19336277,2022-08-24 06:50:50,427169
19336277,2022-09-28 11:08:15,1622569
13420429,2022-07-24 01:54:15,234807
13420429,2022-10-18 07:33:50,1436316
13420429,2022-10-18 07:33:50,1271135
13420429,2022-11-20 18:43:10,649759
13420429,2022-11-21 00:38:45,1016793
13420429,2022-11-21 00:38:45,1016793
13420429,2022-11-25 04:09:40,478254
13420429,2022-11-27 11:24:50,1374558
23127603,2022-11-17 13:57:25,578559
15444122,2022-06-27 14:13:40,1454764
15444122,2022-06-27 14:13:40,123216
15444122,2022-06-27 14:13:40,1165409
15444122,2022-06-27 14:13:40,923899
15444122,2022-06-27 14:13:40,1130282
15444122,2022-06-27 14:13:40,1518366
15444122,2022-06-27 14:13:40,1114377
15444122,2022-09-26 15:13:20,659306
15444122,2022-09-26 15:57:20,111789
15444122,2022-09-26 15:57:20,960127
15444122,2022-09-26 15:57:20,1032112
15444122,2022-09-26 15:57:20,382431
15444122,2022-09-26 15:57:20,1506772
15444122,2022-09-26 15:57:20,141751
15444122,2022-09-26 15:57:20,1550748
15444122,2022-09-26 15:57:20,1243275
15444122,2022-09-26 15:57:20,577846
15444122,2022-09-26 15:57:20,1368485
15444122,2022-10-03 14:39:20,1135501
15444122,2022-10-03 14:39:20,636733
15444122,2022-10-06 07:37:15,1572802
15444122,2022-10-06 07:37:15,62108
15444122,2022-10-06 07:37:15,711742
15444122,2022-10-06 07:37:15,391673
15444122,2022-10-12 12:00:40,1481844
15444122,2022-10-12 12:00:40,1132361
15444122,2022-10-25 14:56:15,1600007
15444122,2022-10-25 14:56:15,1600007
15444122,2022-10-25 14:56:15,1600007
15444122,2022-11-27 12:51:15,763690
8065400,2022-07-21 06:08:30,248817
8065400,2022-07-29 09:57:35,73601
8065400,2022-07-29 09:57:35,73601
8065400,2022-09-29 06:01:05,951292
8065400,2022-09-29 06:01:05,951292
8065400,2022-11-17 11:17:55,1422239
8065400,2022-11-22 20:40:40,1530097
23811353,2022-09-03 13:07:45,288395
10659804,2022-06-26 07:17:25,610574
8883218,2022-10-14 17:02:05,217173
8883218,2022-10-14 17:02:05,217173
8131565,2022-10-26 07:52:05,179782
